   3.05189751E-03   1.83109660E-02   8.23987201E-02
  0.329593629      0.235973224      0.449496835    
  0.573221982      0.393860221      0.204163626    
  0.680239916      0.243966818      0.341641694    
  0.854148686       5.01169264E-02  0.613363504    
  0.229128525      0.854499817       6.48422837E-02
  0.698555171      0.607750475      0.359506369    
  0.687283754      0.888145149      0.143317208    
  0.866597116      0.909727931      0.658993363    
  0.766408801      0.667512596      0.107396156    
  0.636763692      0.854016602      0.393226534    
  0.673209846      0.500220358      0.942433536    
  0.152618036      0.433806270      0.229275256    
  0.471395135      0.764893353      0.346804142    
  0.196784496       5.94697148E-02  0.585757792    
  0.979319274      0.604095459      0.810699403    
  0.427337438      0.267730057      0.760343492    
  0.152490452       7.18512461E-02   5.86933792E-02
  0.705499113      0.704754114      0.879032791    
  0.931409955      0.677164435      0.680297017    
  0.987302244      0.801140130      0.921120524    
  0.316462100      0.608687997      0.803969324    
  0.345623791      0.838018835      0.917498946    
  0.962823987      0.519453347      0.451304317    
   3.27459201E-02  0.134736776      0.513707399    
  0.869613409      0.594313920      0.739362657    
   8.73505846E-02  0.869839847      0.432883769    
  0.768744051      0.716510475      0.380366415    
  0.833604097      0.578326941      0.967524707    
  0.600205898      0.893513143      0.959226012    
  0.713737607      0.649391532      0.472710788    
  0.991740763      0.696047425      0.250617802    
  0.239280120      0.180120647      0.927202761    
  0.942130744      0.307959676      0.368581146    
  0.439849883      0.321869016      0.972564995    
  0.938569069      0.878329277      0.822854042    
   3.21608111E-02  0.787278354      0.434222668    
  0.519831121      0.210982576      0.587415516    
  0.625649869      0.467159599      0.172108635    
  0.828215599      0.420315653       6.79538101E-02
  0.624881923      0.137707353      0.202306628    
  0.974473596       2.60819700E-02  0.386229306    
   8.26381221E-02   1.97649468E-02  0.374846607    
   7.11950660E-02   5.35510257E-02  0.680550516    
  0.601343989      0.483109087      0.486558706    
  0.571370482       4.91944179E-02  0.152832270    
  0.474243879      0.469972879      0.551642239    
   8.00975859E-02  0.515805483      0.373954475    
  0.601477623      0.243275702       4.63554338E-02
   8.86512548E-02  0.114708655      0.890390635    
  0.309965760      0.846279144      0.287982911    
  0.111385226       7.64652565E-02  0.456324488    
   4.97595593E-02  0.191637069      0.701986432    
  0.487184823      0.605231166      0.246723831    
   3.32623199E-02  0.979059398      0.574995637    
  0.638439059      0.655673563      0.188089952    
  0.227477863      0.672057629      0.985044956    
  0.861751080      0.305101931       7.48516619E-02
  0.703192711      0.545491159      0.944212675    
  0.755855858       3.72209027E-02  0.420622677    
  0.188747868      0.346883267      0.382568747    
  0.173463091      0.597659767       2.47908849E-02
  0.769807220      0.395725399      0.446087301    
  0.114995271      0.675186038       1.61586273E-02
   2.02776399E-02  0.976238191      0.674930394    
  0.263438672      0.506258368      0.666602254    
  0.443288118      0.660308719      0.972259104    
  0.890776396      0.594326258      0.548969984    
  0.944883645      0.728571832      0.867478132    
  0.647722423       7.90314898E-02  0.644687235    
  0.156840026      0.138855055      0.421570063    
  0.279724807      0.884218395      0.787786961    
  0.768756330      0.522455573      0.215926290    
  0.593457580      0.617408931      0.363335162    
  0.623330712      0.469967663      0.209829703    
   2.92693991E-02  0.287149012      0.459469527    
  0.172475919      0.899629951      0.845496237    
  0.976307988      0.248381928      0.703519821    
  0.985681534      0.582410812      0.623331130    
  0.498289257      0.379755467      0.793929517    
  0.345777780      0.929301083      0.463806570    
  0.419129699      0.340518951      0.270946473    
  0.561008394      0.927531958      0.516116321    
  0.748910546      0.848416209      0.350302368    
  0.466068208      0.643688023      0.667514205    
  0.211893126      0.263731152      0.675348699    
  0.678511918      0.992933214      0.850992084    
  0.169553369      0.358391553      0.624369025    
  0.520690024      0.504819155      0.342704535    
  0.512854815      0.992788136      0.341035277    
  0.111118533      0.597393692      0.584295273    
  0.129228652      0.516714275      0.937227786    
  0.972938299      0.402579516      0.659032524    
  0.330979347       5.45835122E-02  0.348687053    
  0.600870728      0.467040926      0.394408882    
  0.163085014      0.428830236      0.105216309    
  0.771825671      0.684007347      0.157612860    
  0.789611042      0.319150567      0.808403850    
  0.978067935      0.592773080      0.754027188    
  0.189205647      0.348989010      0.391083270    
  0.205598399      0.713841140      0.432661027    
  0.171396181      0.134427801      0.264001191    
  0.374156892      0.868930638      0.846171856    
  0.256655186      0.924384534      0.236410365    
   9.90016088E-02  0.466316342      0.906883597    
  0.244454518      0.304774702      0.628557503    
   2.83726212E-02  0.513218462      0.823957086    
  0.324776590      0.533045590      0.275284261    
  0.854295135      0.648212552      0.200619012    
  0.369801402      0.413237184      0.151210546    
  0.188128710      0.767877340      0.914105713    
  0.573738039      0.215476722      0.129218265    
